"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation","subgroup:ch1","subtype:ch1","tissue:ch1"
"GSM2261781","MB_SubtypeStudy_55244","GSM2261781","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261781/suppl/GSM2261781_HTHuGene11_101311K_MT453_MB-563.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_beta","medulloblastoma"
"GSM2261782","MB_SubtypeStudy_55245","GSM2261782","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261782/suppl/GSM2261782_HTHuGene11_072512W_MT109_564.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_alpha","medulloblastoma"
"GSM2261783","MB_SubtypeStudy_55246","GSM2261783","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261783/suppl/GSM2261783_HTHuGene11_101311K_MT454_MB-565.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_alpha","medulloblastoma"
"GSM2261784","MB_SubtypeStudy_55247","GSM2261784","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261784/suppl/GSM2261784_HTHuGene11_022111K_MT71_566.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261785","MB_SubtypeStudy_55248","GSM2261785","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261785/suppl/GSM2261785_HTHuGene11_092611K_MT368_MB-567.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_alpha","medulloblastoma"
"GSM2261786","MB_SubtypeStudy_55249","GSM2261786","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261786/suppl/GSM2261786_HTHuGene11_042312K_MT632_MB-568.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_alpha","medulloblastoma"
"GSM2261787","MB_SubtypeStudy_55250","GSM2261787","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261787/suppl/GSM2261787_HTHuGene11_101311K_MT455_MB-569.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_alpha","medulloblastoma"
"GSM2261788","MB_SubtypeStudy_55251","GSM2261788","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261788/suppl/GSM2261788_HTHuGene11_092911K_MT398_MB-570.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261789","MB_SubtypeStudy_55252","GSM2261789","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261789/suppl/GSM2261789_HTHuGene11_050211K_MT186_MDT-MB-0571.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261790","MB_SubtypeStudy_55253","GSM2261790","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261790/suppl/GSM2261790_HTHuGene11_050211K_MT187_MDT-MB-0572.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
"GSM2261791","MB_SubtypeStudy_55254","GSM2261791","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: SHH","subtype: SHH_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261791/suppl/GSM2261791_HTHuGene11_022111K_MT72_573.CEL.gz","21641","Reanalyzed by: GSE124814","SHH","SHH_beta","medulloblastoma"
"GSM2261792","MB_SubtypeStudy_55255","GSM2261792","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261792/suppl/GSM2261792_HTHuGene11_032912K_MT611_MB-574.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_alpha","medulloblastoma"
"GSM2261793","MB_SubtypeStudy_55256","GSM2261793","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_beta","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261793/suppl/GSM2261793_HTHuGene11_111011K_MT511_MB-575.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_beta","medulloblastoma"
"GSM2261794","MB_SubtypeStudy_55257","GSM2261794","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group3","subtype: Group3_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261794/suppl/GSM2261794_HTHuGene11_050211K_MT188_MDT-MB-0576.CEL.gz","21641","Reanalyzed by: GSE124814","Group3","Group3_alpha","medulloblastoma"
"GSM2261795","MB_SubtypeStudy_55258","GSM2261795","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_alpha","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261795/suppl/GSM2261795_HTHuGene11_092911K_MT399_MB-577.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_alpha","medulloblastoma"
"GSM2261796","MB_SubtypeStudy_55259","GSM2261796","Public on Jun 13 2017","Aug 04 2016","Jan 08 2019","RNA","1","Fresh frozen","Homo sapiens","tissue: medulloblastoma","subgroup: Group4","subtype: Group4_gamma","total RNA","Snap frozen tissue was homogenized using the Precellys 24 tissue homogenizer in Trizol Reagent. RNA was extracted from the homogenized tissue according to the manufacturer's instructions for Trizol Reagent. RNA was measured with nanoDrop and Agilent Bioanalyzer for quantity and quality.","biotin","As directed by affimetrix","9606","As directed by affimetrix","As directed by affimetrix","Expression data were analyzed in the R environment (v3.1.1). We used the affy package (v1.44.0) and the custom chip definition file (CDF) hugene11sthsensgcdf (v19.0.0) (from http://brainarray.mbni.med.umich.edu/Brainarray/Database/CustomCDF/19.0.0/ensg.asp) to load and summarize the expression of 21,641 Ensembl (ENSG) genes and process the data. Samples flagged by the arrayQualityMetrics Bioconductor package (v3.22.0) were removed due to low quality.  Expression data were normalized using the rma method.","The expression table (available on the series record) contains the normalized log2 gene expression values. The first 5 columns contain annotations; the Probe.Set.Name and description given by the Brainarray CDF package used (v19) and the corresponding Ensembl gene ID, HGNC symbol and ID retrieved from ensembl v77 (Otober 2014). This version of Ensembl has been used since the Brain array CDF package used (v19) has been released in November 2014.","GPL22286","Florence,M G,Cavalli","fmgcavalli@gmail.com","Developmental and Stem Cell","The Hospital for Sick Children","PGCRL, 686 Bay Street","Toronto","Ontario","M5G 0A4","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2261nnn/GSM2261796/suppl/GSM2261796_HTHuGene11_111011K_MT512_MB-578.CEL.gz","21641","Reanalyzed by: GSE124814","Group4","Group4_gamma","medulloblastoma"
